Pub Med ID,Answers,MoA
15643094,"The article is not evaluating drugs but instead is exploring the influence of the Ser9Gly polymorphism on response to risperidone in schizophrenia patients. The drug being evaluated is risperidone, which is a dopamine D3 antagonist.",Antagonist
23370794,"The drugs being evaluated in this study are lamotrigine and risperidone, both of which are hypothesized to reduce ketamine-induced glutamate release. The article does not mention any specific receptor subtypes for these drugs. Ketamine acts as an N-methyl-D-aspartate receptor antagonist. The article also mentions the use of glutamatergic agents, but does not provide details on which specific agents were used or their mechanism of action.",Antagonist
33961287,The receptor(s) are: dopamine D2 and serotonin 5-HT7. The subtype(s) are: N/A. The binding mode(s) are: antagonist (for 5-HT7) and antagonist/medication (for D2). Therefore the mechanism of action is: dopamine D2 and serotonin 5-HT7 receptor antagonist/medication.,Antagonist
23809226,"The drug being evaluated is Quetiapine XR. The mechanism of action is not specified in the abstract, but the drug and its metabolite have moderate to high affinity for dopamine D2 and serotonin 5-HT2A receptors, and the metabolite alone has high affinity for the norepinephrine transporter (NET). Therefore, the drug is likely acting as an antagonist or inverse agonist at the dopamine and serotonin receptors and as an inhibitor at the norepinephrine transporter.",Antagonist
23591780,The article does not provide information on the mechanism of action or receptor subtype of bitopertin. It only discusses the use of physiologically based pharmacokinetic (PBPK) modelling to predict its clinical pharmacokinetics.,Antagonist
3737785,The mechanism of action is: cholecystokinin receptor antagonist. The subtype(s) are: not specified. The drug being tested is proglumide.,Antagonist
21890590,The mechanism of action for sertindole is mixed D(2)/5-HT(2) receptor antagonism. There is no specific receptor subtype mentioned for P50 suppression or PPI.,Antagonist
9169965,"The article does not provide information about the mechanism of action or receptor subtype of the drugs. It only mentions the names of the drugs and their doses: risperidone (2, 6, 10, or 16 mg/day) and haloperidol (20 mg/day).",Antagonist
25102328,"The mechanism of action is opioid antagonism, with the drug being evaluated being naltrexone (NTX) 25 mg/d. The target of the chemical reaction is the endogenous opioid system. There are no receptor subtypes mentioned in the abstract.",Antagonist
21121175,The mechanism of action is: N-methyl-D-aspartate antagonist. The target of the chemical reaction is: the N-methyl-D-aspartate receptor. The subtype(s) are: not specified. Therefore the mechanism of action is: N-methyl-D-aspartate receptor antagonist.,Antagonist
12680744,"The mechanism of action of procyclidine is an anticholinergic drug. The target of the chemical reaction is the muscarinic acetylcholine receptor subtype, specifically M1 and M2 receptors.",Antagonist
9272481,The drug is: ketamine. The receptor(s) are: N-Methyl-D-Aspartate (NMDA). The subtype(s) are: N/A. The binding mode is: antagonist. Therefore the mechanism of action is: NMDA receptor antagonist.,Antagonist
28839340,The mechanism of action is: vesicular monoamine transporter 2 (VMAT2) inhibitor. There is no information about specific receptor subtypes being evaluated in this article.,Antagonist
12681371,"The mechanism of action is N-methyl-D-aspartate (NMDA) receptor antagonist, as the drug being evaluated is ketamine. The receptor subtype(s) are NMDA receptors.",Antagonist
11343683,The mechanism of action is noncompetitive N-methyl-D-aspartate antagonist. The receptor subtype(s) are: N-methyl-D-aspartate receptors.,Antagonist
15811593,The mechanism of action for Ondansetron is as a selective serotonin 3 receptor (5-HT(3)) antagonist. The target of the chemical reaction is the 5-HT(3) receptor subtype of the serotonin receptor.,Antagonist
26223493,"The mechanism of action and receptor subtype(s) for each drug are as follows:
- Ketamine: NMDA receptor antagonist
- Risperidone: dopamine antagonist
- Lamotrigine: sodium channel blocker

There is no information provided about the specific receptor subtype(s) for each drug.",Antagonist
17591659,The mechanism of action of the drug is an N-methyl-D-aspartate (NMDA) receptor antagonist. The article does not mention any specific receptor subtype being evaluated.,Antagonist
30888624,"The article does not describe the mechanism of action or receptor subtype for olanzapine or samidorphan. However, it states that olanzapine is metabolized by uridine 5'-diphospho-glucuronosyltransferase (UGT)1A4 and cytochrome P450 (CYP)-mediated oxidation, mainly by CYP1A2, while samidorphan is metabolized predominantly by CYP3A4. The study evaluated the effects of CYP3A4 induction on the pharmacokinetics of OLZ/SAM.",Antagonist
19968833,"The mechanism of action is: dopamine agonist. The receptor subtype is: Dopamine D2 receptor. Therefore the drug being evaluated, bromocriptine, acts as a dopamine D2 receptor agonist.",Antagonist
4560057,The mechanism of action is to increase brain serotonin levels by administering the serotonin precursor L-5-hydroxytryptophan with a peripheral decarboxylase inhibitor. There is no specific receptor subtype targeted by the drug.,Antagonist
15048609,"The receptor(s) are: muscarinic. The subtype(s) are: M4. The binding mode is: antagonist. Therefore, the mechanism of action is: muscarinic M4 receptor antagonist.",Antagonist
10962221,The article is discussing the effectiveness of adjunctive imipramine in treating post-psychotic depression in schizophrenia patients. There is no mention of specific mechanism of action or receptor subtypes being evaluated.,Antagonist
25987642,"The drug being evaluated is ketamine, which is an NMDA receptor antagonist. The target of the chemical reaction is the NMDA receptor.",Antagonist
29453445,"The drug being evaluated in this study is ketamine, which is an antagonist of the N-methyl-D-aspartate receptor (NMDAR). Therefore, the target of the chemical reaction is the NMDAR. No specific receptor subtype is mentioned in the abstract.",Antagonist
10928313,The receptor(s) are: 5HT(2A) serotonin. The subtype(s) are: N/A. The binding mode is: antagonist. Therefore the mechanism of action is: 5HT(2A) serotonin receptor antagonist.,Antagonist
29141124,The mechanism of action of valbenazine is as a highly selective vesicular monoamine transporter 2 inhibitor. It is not being evaluated with any receptor subtype.,Antagonist
22591910,"The article does not mention any specific drugs being evaluated with receptor subtypes or mechanisms of action. Instead, it discusses the use of imaging techniques to investigate changes in the dopamine system in patients with Ultra High Risk for psychosis.",Antagonist
16139819,"The drugs being evaluated are amisulpride and olanzapine. The article mentions that amisulpride is a combined 5-HT2A/D2 antagonist and that olanzapine is a pure D2/D3 antagonist. Therefore, the mechanism of action for amisulpride is 5-HT2A/D2 receptor blockade, while the mechanism of action for olanzapine is D2/D3 receptor blockade. No specific receptor subtypes were mentioned for the startle response and habituation mechanisms being studied.",Antagonist
15889942,The mechanism of action of amisulpride is a selective D(2)-D(3) antagonist. There is no mention of receptor subtypes being evaluated.,Antagonist
1352050,The mechanism of action is: selective dopamine (D2)-receptor antagonist. The receptor subtype is: dopamine D2 receptor. The drug being evaluated is remoxipride.,Antagonist
19758522,"The mechanism of action is: anticholinergic. The receptor subtype(s) are: N/A. The drug(s) being evaluated are: ipratropium bromide. Therefore, the mechanism of action is: anticholinergic agent.",Antagonist
27076209,"The drug being evaluated is memantine, which is an NMDA antagonist. The receptor subtype(s) being targeted are the ionotropic NMDA receptors, specifically the GRIN3A gene.",Antagonist
11557159,"The mechanism of action of ketamine is as an antagonist of the N-methyl-D-aspartate (NMDA) receptor, although this information is not directly stated in the abstract.",Antagonist
25693889,The receptor(s) are: NMDA/glutamate. The subtype(s) are: N/A. The binding mode is: antagonist. Therefore the mechanism of action is: NMDA/glutamate receptor antagonist (S+ -ketamine).,Antagonist
19648218,The mechanism of action is: selective inhibitor of the glycine transporter 1. The receptor subtype(s) are: glycine plasma membrane transport proteins and N-methyl-D-aspartate receptors.,Antagonist
15257068,The article does not specifically mention a drug being evaluated with a receptor subtype or mechanism of action. It discusses the effect of sertraline on the plasma concentrations of risperidone and its active metabolite in patients with schizophrenia or schizoaffective disorder.,Antagonist
27378314,"The mechanism of action is: selective phosphodiesterase 9A inhibitor. The target(s) of the chemical reaction are: 3',5'-Cyclic-AMP Phosphodiesterases. No receptor subtype(s) are mentioned in the article.",Antagonist
9894580,"The drugs being evaluated are amisulpride and flupenthixol, which are neuroleptics with different receptor affinity profiles. Amisulpride is a selective D2-like dopamine antagonist, and flupenthixol is a mixed D1/D2-like antagonist that also blocks serotonin, H1, and D1 receptors. They affect anterior pituitary hormone secretion in schizophrenia patients by elevating prolactin plasma levels and increasing basal TSH secretion. The specific receptor subtype(s) are not mentioned in the article.",Antagonist
27871302,"The drug(s) evaluated in this study are: glycopyrronium bromide (glycopyrrolate) and hyoscine hydrobromide (hyoscine), which are both muscarinic antagonists. The target of their chemical reaction is the muscarinic acetylcholine receptor subtype M1-M5.",Antagonist
20142308,The drug is a glycine reuptake inhibitor and the target is the glycine transporter subtype 1. There is no information provided on receptor subtype(s).,Antagonist
6346348,The mechanism of action of naloxone is as an opiate antagonist. The target receptor subtype is the mu-opioid receptor.,Antagonist
10565803,"The drug being evaluated is granisetron, which is a selective 5-HT3 receptor antagonist. The mechanism of action is blocking the activity of the 5-HT3 receptor subtype.",Antagonist
22706414,"The drug being evaluated is dimebon, which is a 5-HT6 antagonist. The target of the chemical reaction is the 5-HT6 receptor subtype.",Antagonist
17414239,"The drugs being evaluated are disulfiram and naltrexone. The mechanism of action of disulfiram is as an alcohol deterrent, while naltrexone is a narcotic antagonist. There is no mention of receptor subtype(s) in this article.",Antagonist
2564208,"The mechanism of action is beta-blocking. The receptor subtype is beta-2. Therefore, the drug is a beta-2 receptor antagonist.",Antagonist
3545130,The mechanism of action is: calcium channel antagonist. The receptor subtype(s) are not specified in the article.,Antagonist
8329149,The mechanism of action is a selective dopamine (D2)-receptor antagonist. The receptor subtype is D2.,Antagonist
29158012,The mechanism of action of the drugs is not mentioned in the abstract.,Antagonist
24218048,"The drug being evaluated is naltrexone, which is an opioid receptor antagonist. The targets of the chemical reaction are the opioid receptors. The subtype(s) of the opioid receptor are not specified in the abstract.",Antagonist
19436994,The article does not mention the mechanism of action or receptor subtype being evaluated with ketamine.,Antagonist
23817989,"There are no drugs being evaluated in this study, so there is no mechanism of action or receptor subtype mentioned.",Antagonist
21678422,The article does not describe any drugs being evaluated with a mechanism of action or receptor subtype. It describes a pharmacokinetic analysis of plasma curves obtained after the injection of a PET radioligand for D2-receptor raclopride during brain PET scans.,Antagonist
11292000,"The drug being evaluated is risperidone, which is an antipsychotic medication. The target of its action is the dopamine D2 receptor in the limbic-cortical regions of the brain. The subtype(s) of the receptor are not specified in the abstract. The mechanism of action is antagonist of the dopamine D2 receptor.",Antagonist
12630982,This article does not discuss any drugs or their mechanism of action.,Antagonist
12399142,"The drug(s) evaluated in this study are ketamine and haloperidol. The mechanism of action of ketamine is as an antagonist of the NMDA receptor. The mechanism of action of haloperidol is as an antipsychotic that blocks dopamine D2 receptors. The article suggests that disrupted P50 suppression and PPI found in schizophrenia may be related to reduced dopaminergic activity, most likely in the prefrontal cortex.",Antagonist
9306300,"The drugs being evaluated are dopamine receptor antagonists, specifically haloperidol and fluphenazine. The mechanism of action is blocking dopamine D2 receptors. No specific receptor subtypes are mentioned.",Antagonist
12650950,The mechanism of action of nizatidine is as a histamine H-2 receptor antagonist. There is no mention of any specific receptor subtype.,Antagonist
15517847,"The article discusses ziprasidone, an atypical antipsychotic drug that is available in both intramuscular and oral formulations. It does not mention the specific receptor subtypes or mechanism of action of the drug.",Antagonist
8703299,The receptor(s) are: N-methyl-D-aspartate (NMDA) receptors. The subtype(s) are: N/A. The binding mode is: noncompetitive antagonist. Therefore the mechanism of action is: NMDA receptor antagonist.,Antagonist
11105938,The mechanism of action is NMDA receptor antagonist and the receptor subtype is N-methyl-d-aspartate (NMDA) receptor.,Antagonist
10699226,The article does not provide information on the drugs' mechanism of action or receptor subtype being evaluated.,Antagonist
12923823,"The drug being evaluated is nizatidine, which is a histamine H2 antagonist. Its mechanism of action is to inhibit stomach acid production by blocking the H2 receptors on the cells that produce acid. There is no specific receptor subtype mentioned in this article.",Antagonist
15897673,"The mechanism of action is noncompetitive N-methyl-D-aspartate (NMDA) receptor antagonism, and the drug being evaluated is the S-enantiomer of ketamine. The receptor subtype(s) are the NMDA receptors.",Antagonist
9626923,"There are no specific drugs being evaluated in this study, but clozapine is the antipsychotic medication being studied in relation to the CYP3A4 inhibitor itraconazole. The mechanism of action of itraconazole is inhibition of CYP3A4 enzyme. There are no receptor subtypes mentioned in this article.",Antagonist
9331521,"The mechanism of action is not explicitly stated in the abstract, but it is stated that clozapine has potent serotonergic antagonistic properties. Therefore, the target of the chemical reaction would be the serotonin receptor subtype(s), but the specific subtype(s) is/are not specified.",Antagonist
8935814,"The drugs being evaluated in this study are clozapine, a typical neuroleptic, and cyproheptadine, a non-selective serotonin receptor antagonist. The mechanism of action for clozapine is thought to involve a combination of dopamine receptor blockade and serotonin receptor blockade. The mechanism of action for neuroleptics is generally dopamine receptor blockade. The mechanism of action for cyproheptadine is serotonin receptor antagonist. The receptor subtype(s) targeted by these drugs are not specified in the abstract.",Antagonist
8104200,The receptor(s) are: alpha 2-adrenergic. The subtype(s) are: selective. The binding mode is: antagonist. Therefore the mechanism of action is: alpha 2-adrenergic antagonist.,Antagonist
16401158,"There is no mention of specific medications or mechanisms of action in this article. Instead, it compares two widely prescribed second-generation antipsychotics (risperidone and olanzapine) in terms of their efficacy in treating acutely ill psychotic patients based on duration of hospitalization.",Antagonist
8447237,The mechanism of action is predominantly a DA2 receptor antagonist. Therefore the receptor subtype is DA2.,Antagonist
15729082,The mechanism of action for risperidone is antagonism of dopamine receptors in the brain. There is no mention of evaluation with a specific receptor subtype.,Antagonist
15877932,The receptor(s) are: muscarinic and nicotinic acetylcholine. The subtype(s) are not specified. The binding mode(s) are: antagonist for both muscarinic and nicotinic receptors (mecamylamine and scopolamine). Therefore the mechanism of action is: muscarinic and nicotinic acetylcholine receptor antagonists.,Antagonist
16939663,"There is no specific drug being evaluated in this article, as it is a study on the effectiveness and factors predicting favorable outcome of risperidone long-acting injection (RLAI), an atypical antipsychotic.",Antagonist
10633487,This article does not discuss the evaluation of drugs with specific mechanisms of action or receptor subtypes. It focuses on the investigation of instrumental techniques to detect motor changes in patients with low levels of antipsychotic dopamine D2 blockade.,Antagonist
15719226,"The drugs being evaluated are amisulpride and risperidone, which are both atypical antipsychotics. The target of the chemical reaction is D2/D3 dopamine receptors in the striatum. The receptor subtype(s) are D2/D3 dopamine receptors. The binding mode is not mentioned in the abstract.",Antagonist
10481838,The mechanism of action of haloperidol is as a dopamine antagonist. There are no mentioned receptor subtypes in the article.,Antagonist
16262589,The mechanism of action is: opioid receptor antagonist. The target(s) and subtype(s) are: not specified. The drug being evaluated is naltrexone.,Antagonist
1375801,The article did not provide information about the mechanism of action(s) or receptor subtype(s) for either risperidone or haloperidol.,Antagonist
15863796,"The article does not provide information about the mechanism of action or receptor subtype of the drugs used in the study. The drugs evaluated were olanzapine, haloperidol, and placebo.",Antagonist
11407439,"The drug being evaluated is bromperidol, a selective dopamine antagonist. The target of the chemical reaction is the dopamine receptors, specifically the dopamine D2 receptor subtype.",Antagonist
16123775,The drugs being evaluated are olanzapine and haloperidol. The target receptors are dopamine D2/D3 and 5-HT2A. The binding mode is antagonist for both drugs.,Antagonist
16887890,"The article discusses two medications, disulfiram and naltrexone, for the treatment of alcohol dependence in patients with comorbid mental illness, but does not provide information on their mechanism of action or receptor subtypes targeted.",Antagonist
14658949,"The mechanism of action of risperidone is not specified in the article, but it is known to be an atypical antipsychotic that affects dopamine and serotonin receptors. No specific receptor subtype(s) are mentioned in relation to tardive dyskinesia treatment.",Antagonist
14627846,There is no specific drug being evaluated in this article. The article is discussing the use of a PET tracer called 11C-raclopride to measure D2 dopamine receptor binding in the striatum and thalamus.,Antagonist
15677610,"The drug being evaluated is ketamine, which is an N-methyl-D-aspartate (NMDA) receptor antagonist. The mechanism of action is the blockade of NMDA receptors, which leads to increased glutamate activity in the anterior cingulate, as proposed by the NMDAR hypofunction model of schizophrenia.",Antagonist
7534423,"The drug being evaluated in the article is raclopride, which is a dopamine antagonist of the substituted benzamide class. Its mechanism of action is to block dopamine receptors, specifically D2 receptors. There is no mention of receptor subtypes in the article.",Antagonist
11147928,The article does not mention any drugs being evaluated with receptors or their mechanism of action. It solely discusses the effect of paroxetine and sertraline on the plasma concentrations of clozapine and its metabolites in patients with schizophrenia or schizoaffective disorder.,Antagonist
17591658,"The drugs being evaluated are: S-ketamine and N,N-dimethyltryptamine (DMT). The mechanism of action and receptor subtype(s) are not mentioned in the abstract.",Antagonist
17460616,"The drug being evaluated in this study is haloperidol, which is a dopamine D2-like receptor antagonist. Therefore, the mechanism of action of haloperidol is as a dopamine antagonist, specifically at the D2 receptor subtype.",Antagonist
16309810,The article does not mention any specific drug or receptor subtype being evaluated as it is a retrospective study comparing the efficacy of buprenorphine in different subgroups of dually diagnosed and non-dually diagnosed opioid-dependent patients.,Antagonist
16555163,"The article does not provide information on the mechanism of action or receptor subtype of amisulpride. However, it is described as a selective dopamine D2/D3 receptor antagonist with proven antipsychotic efficacy.",Antagonist
15358979,"The drugs being evaluated in this article are olanzapine and clozapine, both antipsychotic agents. The mechanism of action is to antagonize dopamine D2 receptors and serotonin 5-HT2 receptors. The receptor subtype is dopamine D2-like receptors.",Antagonist
19011428,"The drug being evaluated is ziprasidone, and its mechanism of action is as a D2/D3 receptor antagonist. The receptor subtype(s) are D2 and D3 receptors.",Antagonist
18179309,The mechanism of action for mirtazapine is presynaptic alpha2 antagonism and postsynaptic 5-HT2 and 5-HT3 antagonism. The drug is not being evaluated with a specific receptor subtype in this study.,Antagonist
11236069,The mechanism of action for pindolol is dual beta and 5-HT1A blocking effect. The target receptors are beta-adrenergic and serotonin receptors. There is no information on the specific subtypes of these receptors.,Antagonist
11001281,The mechanism of action of biperiden is blocking muscarinic acetylcholine receptors. There is no mention of any specific subtype(s) being evaluated.,Antagonist
11391124,The mechanism of action is: dopamine uptake inhibitor. The receptor subtype(s) are not mentioned in the abstract.,Antagonist
9376336,"The drugs being evaluated in this study are olanzapine and haloperidol, both of which are antipsychotic agents. The mechanism of action/target of the chemical reaction is the dopamine receptor. The subtype(s) of the dopamine receptor affected by these drugs is not specifically mentioned in the article.",Antagonist
17102980,There is no drug being evaluated in this study. The study is investigating the impact of polymorphisms in dopamine and serotonin receptor genes on the risk of extrapyramidal side effects in perphenazine-treated schizophrenic patients.,Antagonist
9286184,"The article does not provide information on the specific mechanism of action or receptor subtype of olanzapine or haloperidol. However, both drugs are classified as antipsychotic agents and haloperidol is a dopamine 2 antagonist, while olanzapine has broad-based pharmacology encompassing serotonin, dopamine, muscarinic, and adrenergic receptor binding affinities.",Antagonist
12590356,"The article does not provide information about the specific mechanism of action, target of the chemical reaction, or receptor subtype(s) of risperidone and olanzapine.",Antagonist
14604455,The article does not provide information on the mechanism of action or receptor subtype(s) of the drugs being evaluated.,Antagonist
15537676,The mechanism of action for ketamine is as an antagonist for the N-methyl-D-aspartate (NMDA) receptor. The receptor subtype is the NMDA receptor.,Antagonist
12657913,"The drugs being evaluated are histamine H1-receptor antagonists: promethazine and homochlorcyclizine. They are both inhibitors of CYP2D6, an enzyme responsible for the metabolism of haloperidol and reduced haloperidol. Therefore, the mechanism of action is inhibiting CYP2D6-catalyzed metabolism of haloperidol and reduced haloperidol resulting in increased steady-state plasma concentrations. There are no receptor subtypes involved in this study.",Antagonist
12923824,"The drug being evaluated in this study is nizatidine, which is a histamine H2 antagonist. The mechanism of action is blocking the histamine H2 receptor, which reduces the production of acid in the stomach. There is no mention of any specific receptor subtype being targeted.",Antagonist
7691017,"The article does not provide information on the mechanism of action or receptor subtypes for either risperidone or haloperidol, as it primarily focuses on the comparative efficacy and safety of the two drugs in treating chronic schizophrenic patients.",Antagonist
15983801,The article does not mention the mechanism of action or receptor subtype targeted by ketamine.,Antagonist
12236625,"The drug(s) being evaluated are risperidone and olanzapine, both of which are atypical antipsychotic drugs. The mechanism of action is: dopamine D2 receptor blockade. The receptor subtype(s) is/are: dopamine D2 receptor.",Antagonist
9090332,"The article does not mention any specific mechanism of action or receptor subtype targeted by the drugs being evaluated (olanzapine, placebo, and haloperidol).",Antagonist
8097114,"The drug used in the study is raclopride, which is a D2-dopamine receptor antagonist. The receptor subtype is D2-dopamine receptor. The mechanism of action is selective occupancy of the D2-dopamine receptors.",Antagonist
11819152,"The article does not specify the mechanism of action or receptor subtype for the anticholinergic drugs that were withdrawn. However, anticholinergic drugs generally block the action of the neurotransmitter acetylcholine at muscarinic receptors in the brain and body.",Antagonist
1981070,The mechanism of action is calcium channel blocking. There is no specific receptor subtype mentioned in the article.,Antagonist
12766931,"The drug being evaluated is nefazodone, which blocks postsynaptic 5HT2A receptors and weakly inhibits serotonin reuptake. The mechanism of action is through antagonism at 5-HT2 receptors, which may reduce neuroleptic-induced extrapyramidal side effects. No specific receptor subtypes are mentioned.",Antagonist
12824745,The article does not provide information on the mechanism of action or receptor subtype(s) of the drugs being evaluated (haloperidol and atypical neuroleptics).,Antagonist
15551193,"The drug in question is zotepine, which is described as a D (2)5HT (2A) antagonist. This suggests that it acts by blocking both dopamine D2 and serotonin 5HT2A receptors. It is not specified whether there are other receptor subtypes involved in its mechanism of action.",Antagonist
7683702,"The drugs being evaluated are risperidone and haloperidol, both of which are antipsychotic agents. The article does not specify their target receptors or mechanism of action.",Antagonist
15504428,"The article does not provide information on the mechanism of action or receptor subtype targeted by haloperidol and risperidone. Haloperidol is a conventional dopamine antagonist neuroleptic, while risperidone is an atypical neuroleptic.",Antagonist
11697576,"The drugs being evaluated are antipsychotic agents: clozapine, olanzapine, risperidone, sulpiride, and haloperidol. The mechanism of action for all of these drugs is that they are dopamine antagonists. The receptor subtype targeted is the D2 dopamine receptor.",Antagonist
6857251,"The drug being evaluated is pimozide, which is a dopamine receptor blocker. There is no information provided about specific receptor subtype(s) being targeted.",Antagonist
8105790,The mechanism of action is opioid antagonist. The drug being evaluated is nalmefene which is a opioid antagonist. The target of the chemical reaction is the opioid system.,Antagonist
2567742,"The mechanism of action and receptor subtype(s) are not clearly stated in the article. However, it is mentioned that proglumide is a cholecystokinin (CCK) antagonist and that the study was investigating the interaction between CCK and dopamine in the brain in the treatment of refractory schizophrenia.",Antagonist
10870876,The article does not provide information about the mechanism of action or receptor subtype(s) of the drug risperidone.,Antagonist
29592,"The article does not provide information on the mechanism of action or receptor subtype of the drugs being evaluated (butaperazine and loxapine). However, they are both dopamine antagonists, which is mentioned in the abstract.",Antagonist
8726544,"The drug being evaluated is naloxone, which is an opioid antagonist. The mechanism of action is blocking the effects of endogenous opioids in the brain. There is no specific receptor subtype mentioned in the article.",Antagonist
2688781,"The mechanism of action of the drugs is not explicitly stated in the article. However, pimozide is described as a dopamine antagonist neuroleptic, while lithium is a mood stabilizer.",Antagonist
11223117,There are no drugs being evaluated in this study. The study is investigating the relationship between a genetic polymorphism in the dopamine D2 receptor and extrapyramidal adverse effects of antipsychotic drugs with DRD2 antagonistic properties in schizophrenic patients.,Antagonist
1103206,"The article does not mention any specific drugs or receptor subtypes that were evaluated. The study compared the therapeutic effects of two prototypic neuroleptics, haloperidol and chlorpromazine, and investigated the nontherapeutic effects of trihexyphenidyl on the treatment process. Trihexyphenidyl is an antiparkinson agent with anticholinergic properties. The article suggests that the degree of inherent anticholinergic activity may be an important determinant of potency differences among neuroleptics.",Antagonist
9372530,"The drugs being evaluated in this study are antipsychotic substances quetiapine, clozapine, and haloperidol. The mechanism of action is blocking dopamine-2 (D2) receptors, which are targeted by all three drugs. Quetiapine and clozapine are considered to be atypical antipsychotics due to their relatively weak striatal D2 receptor blocking property, which results in a lower propensity to induce extrapyramidal motor side-effects (EPS) compared to haloperidol. The study used 123I-iodobenzamide (IBZM) as a tracer substance to measure D2 receptor occupancy using single photon emission computed tomography (SPECT).",Antagonist
7536945,The mechanism of action is dopamine D2 receptor blockade. The receptor subtype is D2. The drugs being evaluated are risperidone and remoxipride.,Antagonist
10468316,The mechanism of action is: serotonin (5-HT)2 and D2 receptor blockade. The receptor subtype(s) are: 5-HT2 and D2 receptors. The drug being evaluated is nefazodone.,Antagonist
6407052,"The article does not explicitly state the mechanism of action or receptor subtype being targeted by the drugs being evaluated (fusaric acid, L-dopa, d-amphetamine, and placebo).",Antagonist
9623031,The mechanism of action of risperidone is a serotonin-dopamine antagonist antipsychotic in a class of benzisoxazole derivative. There is no specific information provided about the receptor subtype(s) targeted by risperidone.,Antagonist
18575849,The article doesn't provide information about the mechanism of action or receptor subtype of the drugs being evaluated (risperidone and haloperidol). They are both antipsychotic agents.,Antagonist
18515465,The mechanism of action of the drug topiramate is as a glutamate antagonist. There is no mention of a specific receptor subtype targeted by the drug in the article.,Antagonist
22464973,"The drug being evaluated is JNJ-37822681, which is a highly selective dopamine D₂ receptor antagonist with a rapid dissociation rate from the dopamine D₂ receptor. Therefore, the mechanism of action is dopamine D₂ receptor antagonism.",Antagonist
10898926,"The article is not evaluating drug mechanisms of action or receptor subtypes, but rather investigating the relationship between a specific genetic polymorphism (Taq1 A polymorphism of dopamine D(2) receptor gene) and extrapyramidal adverse effects of two antipsychotic medications (bromperidol and nemonapride) in schizophrenia patients.",Antagonist
23805859,The mechanism of action for the drug naltrexone is as an opioid receptor antagonist. The receptor subtype is the opioid receptor.,Antagonist
15076014,"The mechanism of action of mirtazapine is related to its alpha2 antagonism and postsynaptic 5-HT2 and 5-HT3 antagonism, which enhance noradrenergic and serotonergic transmission. The drug is not evaluated with a specific receptor subtype.",Antagonist
8584610,"The drug being evaluated is SCH 39166, which is a selective D1-dopamine receptor antagonist. Therefore, the mechanism of action is D1-dopamine receptor antagonism. The receptor subtype is D1-dopamine receptor.",Antagonist
11981237,The mechanism of action is: N-Methyl-D-Aspartate receptor antagonist. The receptor subtype(s) evaluated is: N-Methyl-D-Aspartate receptor. The drug being evaluated is: ketamine.,Antagonist
23067311,"The drug being evaluated is GSK1144814, which is a selective dual antagonist of NK1 and NK3 receptors. Therefore, the mechanism of action is NK1/NK3 receptor antagonism.",Antagonist
16220331,The mechanism of action is: N-methyl-D-aspartate (NMDA) receptor antagonist. The receptor subtype(s) is/are: NMDA glutamate receptor.,Antagonist
20299191,"The mechanisms of action of both drugs are as follows:
- Glycopyrrolate: muscarinic receptor antagonist
- Biperiden: muscarinic receptor antagonist

The article does not specify which muscarinic receptor subtype(s) the drugs are being evaluated with.",Antagonist
14764214,"The drugs being evaluated in this article are antipsychotics, specifically risperidone, and their mechanism of action is dopamine receptor antagonism. The receptor subtype being targeted is the dopamine D2 receptor.",Antagonist
16228196,"The drug evaluated in the study is ketamine, which is an NMDA antagonist. The receptor subtype(s) are NMDA receptors. The mechanism of action is blocking the receptor and inhibiting the action of glutamate, which is a neurotransmitter involved in cognitive function.",Antagonist
28086010,The article does not specify any drugs being evaluated with specific mechanisms of action or receptor subtypes. It instead investigates the threshold of dopamine D2/3 receptor occupancy for hyperprolactinemia in older patients with schizophrenia.,Antagonist
9885791,"The drug being evaluated is ketamine, which is an antagonist of the N-methyl-D-aspartate (NMDA) glutamate receptor. The receptor subtype is the NMDA receptor. The mechanism of action is NMDA receptor antagonist.",Antagonist
9778665,The drug is ketamine and the receptor subtype is N-methyl-D-aspartate (NMDA) receptor. The mechanism of action is NMDA receptor antagonism.,Antagonist
18755817,The drug talnetant is evaluated as an NK-3 antagonist. The receptor subtype is the neurokinin-3 receptor.,Antagonist
28120486,"The mechanism of action is inhibition of cyclic guanosine monophosphate (cGMP)-specific phosphodiesterase (PDE), specifically PDE9A. There are no receptor subtypes mentioned in the article. The drug being evaluated is BI 409306, an oral PDE9A inhibitor.",Antagonist
22113087,"The drug being evaluated is a glycine transporter-1 (GlyT1) inhibitor, and its mechanism of action is to enhance glutamate function by inhibiting the reuptake of glycine, which stimulates the glycine site of the NMDA receptor. Therefore, the receptor subtype being targeted is the NMDA receptor. The specific chemical reaction and binding mode of the drug are not specified in the article.",Antagonist
35502897,"The drugs being evaluated are: biperiden (muscarinic acetylcholine receptor antagonist) and amisulpride (dopamine D2/D3 receptor antagonist). The mechanism of action for biperiden is to block the muscarinic acetylcholine receptors, while the mechanism of action for amisulpride is to block the dopamine D2/D3 receptors. The receptor subtype(s) for biperiden are muscarinic acetylcholine receptors, and for amisulpride, D2 and D3 dopamine receptors. Galantamine and levodopa were also used but did not appear to have significant effects on MMN.",Antagonist
23118022,"The drugs being evaluated in this study are aripiprazole, haloperidol, and reserpine, all of which are antidopaminergic agents. The mechanism of action is the modulation of dopaminergic systems. The receptor subtype(s) are not specified.",Antagonist
