Pub Med ID,Answers
22646082,"Answer to Q1: Angelman Syndrome (AS)
Answer to Q2: No drug is being evaluated in the article.
Answer to Q3: No drug is being evaluated in the article.
Answer to Q4: Yes, the clinical trial in the article was evaluated in children with Angelman Syndrome.
Answer to Q5: The clinical trial in the article was in a non-randomized pre-test-post-test control group design.
Answer to Q6: Positive trends were observed in the intervention group for some cognitive and adaptive measures, but there were no statistically significant differences between the two groups at baseline or after 1 year.
Answer to Q7: The clinical trial was conducted over a 1-year period."
30126448,"Answer 1: The disease, indication, or medical condition being tested is Angelman Syndrome (AS).
Answer 2: The drug that is being evaluated for its efficacy or safety in the article is minocycline.
Answer 3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is antiinflammatory and antiapoptotic properties.
Answer 4: Yes, the clinical trial in the article was evaluated in humans.
Answer 5: The phase that the clinical trial in the article was in is Phase 3.
Answer 6: The drug from the article did not result in significant improvements in patients and was not successful in its job.
Answer 7: The clinical trial was done from September 16th 2013 to July 22nd 2018."
10413015,"A1: Angelman Syndrome (AS)
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: Yes, 144 children with severe epilepsy and mental retardation were evaluated.
A5: No clinical trial is mentioned in the article.
A6: No drug is being evaluated in the article.
A7: No clinical trial is mentioned in the article."
20635355,"Answer: A1: Angelman Syndrome (AS) 
A2: Betaine and Folic Acid 
A3: Increasing methylation to reduce expression of the antisense UBE3A RNA, thereby increasing UBE3A expression from the paternal gene and ameliorating the clinical phenotype. 
A4: Yes 
A5: Double-blind placebo-controlled protocol 
A6: No, there were no statistically significant changes between treated and untreated children; however, in a small subset of patients we observed some positive trends. 
A7: Not specified in the article."
16401744,"Answer to Q1: Angelman Syndrome (AS)
Answer to Q2: Valproic acid
Answer to Q3: The mechanism of action of valproic acid is not specified in the article.
Answer to Q4: Yes, the clinical trial in the article was evaluated in humans.
Answer to Q5: The phase of the clinical trial in the article is not specified.
Answer to Q6: The article does not provide information on the success of the drug in improving patients.
Answer to Q7: The start and end date of the clinical trial in the article is not specified."
22002941,"Answer 1: Angelman Syndrome (AS)
Answer 2: Methylation-promoting dietary supplements (betaine, metafolin, creatine, and vitamin B(12))
Answer 3: The mechanism of action is to reduce antisense transcript production, increase UBE3A expression, and ameliorate the symptoms of AS.
Answer 4: Yes, the clinical trial in the article was evaluated in humans.
Answer 5: The phase of the clinical trial in the article was Phase 2.
Answer 6: No, the drug from the article did not result in improvements in patients and was not successful in its job.
Answer 7: The clinical trial in the article was done from October 2007 to October 2008."
23518390,"A1: The disease, indication, or medical condition being tested is Angelman Syndrome (AS).
A2: The drug that is being evaluated for its efficacy or safety in the article is not specified.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified.
A4: The clinical trial in the article was not evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified.
A6: The drug from the article did not result in improvements in patients and its success is not specified.
A7: The clinical trial in the article was done in 2013."
23123881,"A1: Angelman Syndrome.
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: Yes, the clinical trial in the article was evaluated in five children, 2-11 years-of-age.
A5: The clinical trial in the article was in Phase 2.
A6: Yes, the treatment package was found to be effective with five children with long histories of significant sleep-related behavior problems.
A7: The clinical trial was done in 2012."
9017532,
26335514,"A1: Prader-Willi and Angelman syndromes.
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: No, the clinical trial in the article was not evaluated in humans.
A5: No drug is being evaluated in the article.
A6: No drug is being evaluated in the article.
A7: The clinical trial in the article was done in 2015."
7900742,"A1: The disease, indication, or medical condition being tested is Contiguous Gene Syndromes.
A2: There is no drug being evaluated in the article.
A3: There is no mechanism of action being evaluated in the article.
A4: No, the clinical trial in the article was not evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The drug from the article is not specified, so it is not possible to determine if it resulted in improvements in patients and was successful in its job.
A7: The start and end date of the clinical trial in the article is not specified."
26151440,"A1: The disease, indication, or medical condition being tested is siblings of children with a disability.
A2: The drug that is being evaluated in the article is SibworkS, a six-week manual-based, cognitive-behavioral group support program.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is strengthening siblings' perceived social support, self-esteem, problem-solving skills, adaptive coping behaviors and positive sibling relationships.
A4: The clinical trial in the article was not evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified.
A6: The drug from the article resulted in improvements in siblings' emotional and behavioral functioning, self-esteem, perceived social support, the sibling relationship and coping behaviors.
A7: The clinical trial in the article was done in 2015."
26833920,"Answer to Q1: Congenital Heart Disease (CHD)
Answer to Q2: Chromosomal Microarray Analysis (CMA) and Copy Number Variation Sequencing (CNV-Seq)
Answer to Q3: Not applicable
Answer to Q4: Yes
Answer to Q5: Not applicable
Answer to Q6: Yes, CMA and CNV-Seq were reliable and accurate prenatal techniques for identifying pathogenic fetal chromosomal abnormalities associated with cardiac defects.
Answer to Q7: Not applicable"
11879394,
36181471,"A1: Prader-Willi Syndrome (PWS)
A2: Liraglutide
A3: Liraglutide is an analog of the hormone glucagon-like peptide-1 (GLP-1) and works by stimulating the release of insulin and suppressing appetite.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was 3.
A6: The drug from the article did not result in significant improvements in patients, but changes in hyperphagia total and drive scores in adolescents warrant further studies on liraglutide in this population.
A7: The clinical trial was done from April 2018 to April 2021."
33296519,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Intranasal Oxytocin
Answer to Q3: Oxytocin system in patients with PWS
Answer to Q4: Yes
Answer to Q5: Phase 3
Answer to Q6: Yes, the Oxytocin Questionnaire scores improved significantly during oxytocin treatment, compared to a deterioration during placebo.
Answer to Q7: The clinical trial was done from January 2017 to December 2018."
34115318,
33066107,"A1: Prader-Willi Syndrome (PWS)
A2: Bifidobacterium animalis subsp. lactis strain BPL1
A3: BPL1 has been shown to improve central adiposity in adults with simple obesity.
A4: Yes, the clinical trial in the article was evaluated in 39 children.
A5: The clinical trial in the article was in Phase 2.
A6: BPL1 did not modify total fat mass compared to placebo, but BPL1 decreased abdominal adiposity in a subgroup of patients older than 4.5 years. BPL1 also improved fasting insulin concentration and insulin sensitivity, as well as modest improvements in some mental health symptoms.
A7: The clinical trial was done from October 2018 to October 2019."
22081257,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Growth Hormone (GH)
Answer to Q3: The mechanism of action of GH is to stimulate the production of Insulin-like Growth Factor I (IGF-I).
Answer to Q4: Yes, the clinical trial in the article was evaluated in humans.
Answer to Q5: The phase of the clinical trial in the article was Phase 3.
Answer to Q6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer to Q7: The clinical trial in the article was done from 2011 to 2013."
26425705,"A1: Prader-Willi Syndrome (PWS)
A2: Non-digestible carbohydrates
A3: Fermentation of carbohydrates
A4: Yes
A5: Intervention trial
A6: Yes, the diet rich in non-digestible carbohydrates induced significant weight loss and concomitant structural changes of the gut microbiota together with reduction of serum antigen load and alleviation of inflammation.
A7: The clinical trial was done in 2019."
35213714,"Answer 1: Prader-Willi Syndrome (PWS)
Answer 2: GLWL-01
Answer 3: Inhibition of Ghrelin O-acyltransferase (GOAT)
Answer 4: Yes
Answer 5: Phase 2
Answer 6: Treatment resulted in statistically significant differences compared to placebo in plasma AG (P = .0002), UAG (P = .0488), and AG/UAG (P = .0003). However, GLWL-01 did not statistically significantly reduce hyperphagia-related behavior or bring about changes in global clinical end points, as assessed by caregivers.
Answer 7: The clinical trial took place between October 2017 and April 2019."
34184596,"A1: Prader-Willi Syndrome (PWS)
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: Yes, the clinical trial in the article was evaluated in adults with PWS.
A5: The clinical trial in the article was in a double-blind between-group (training versus usual care) randomized controlled trial.
A6: Results showed better performances in several executive tasks and in achievement of personalized goals after both interventions, but better improvement for the experimental group compared to control only on the task assessing planning abilities.
A7: The clinical trial in the article does not specify a start and end date."
33950234,"Answer: A1: Prader-Willi Syndrome (PWS) 
A2: Growth Hormone (GH) 
A3: GH treatment 
A4: Yes 
A5: 3 
A6: No differences in sleep or respiratory parameters were seen between GH- and placebo-treated patients. SE continuously improved throughout the study, also after adjustment for BMI, and the length of the longest apnea increased. 
A7: ClinicalTrials.gov NCT00372125 (Start date: June 2006, End date: June 2009)"
26335514,"A1: Prader-Willi and Angelman syndromes.
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: No, the clinical trial in the article was not evaluated in humans.
A5: No drug is being evaluated in the article.
A6: No drug is being evaluated in the article.
A7: The clinical trial in the article was done in 2015."
29925684,"A1: Prader-Willi Syndrome (PWS)
A2: Carbetocin
A3: Oxytocin analog
A4: Yes
A5: Phase 3
A6: Yes, carbetocin was well tolerated and improved hyperphagia and behavioral symptoms of PWS.
A7: The clinical trial was done from June 2014 to April 2016."
35474569,"A1: Prader-Willi Syndrome (PWS)
A2: Bifidobacterium animalis subsp. lactis (BL-11)
A3: Anti-inflammation, anti-obesity, toxin degradation, and anti-oxidative injury effects
A4: Yes
A5: The clinical trial in the article was in Phase 3.
A6: The findings suggest novel salivary microbiota compositional changes in response to the oral supplementation of BL-11 probiotic in individuals with PWS. The observed differentially abundant taxa between groups post-treatment were highly correlated with interventional effects on growth and social behaviors, although further investigation is warranted.
A7: The clinical trial was done from April 20, 2019 to April 20, 2021."
12699864,"A1: Prader-Willi Syndrome
A2: Topiramate
A3: Topiramate affects behavior, as well as reducing appetite and weight in some patients.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was not specified.
A6: Yes, the drug from the article appeared to have a positive effect on reducing self-abusive behavior, improving mood, and stabilizing weight.
A7: The clinical trial in the article was not specified."
11029018,"A1: Prader-Willi Syndrome
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was not specified.
A6: The results of the clinical trial indicated that there were no significant differences in any of the autonomic and baroreflex sensitivity variables between the two groups.
A7: The date of the clinical trial is not specified in the article."
33190843,"Answer to Q1: Prader-Willi Syndrome
Answer to Q2: Intranasal Oxytocin
Answer to Q3: Stimulating the release of oxytocin in the body
Answer to Q4: Yes
Answer to Q5: Phase 2
Answer to Q6: No, the drug was not associated with improvement in hyperphagia and repetitive behaviors in childhood PWS.
Answer to Q7: The clinical trial was done between 2018 and 2019."
15684868,
28371242,"A1: Prader-Willi Syndrome (PWS)
A2: Intranasal Oxytocin (IN-OT)
A3: Regulation of feeding behaviors, social interactions, and emotional reactivity
A4: Yes, the clinical trial in the article was evaluated in 24 children with PWS at three academic institutions.
A5: The clinical trial in the article was in Phase 2.
A6: The results from the study suggest that low dose intranasal oxytocin is safe for individuals with PWS and may result in reduction in appetite drive, and improvements in socialization, anxiety, and repetitive behaviors.
A7: The clinical trial was done from 2017 to 2019."
15176917,
32609902,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Growth Hormone (GH)
Answer to Q3: GH is known to induce insulin resistance, which might affect glucose homeostasis.
Answer to Q4: Yes, the clinical trial in the article was evaluated in 43 young adults with PWS.
Answer to Q5: The phase of the clinical trial in the article was an open-label, prospective study.
Answer to Q6: The results of the study showed that estimated mean (95% CI) fasting glucose and insulin levels remained stable during 3 years of GH treatment. Blood pressure, lipids and prevalence of metabolic syndrome (MS) also remained stable during 3 years of GH.
Answer to Q7: The clinical trial was done from start to end in 2020."
30930051,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: No drug is being evaluated in the article.
Answer to Q3: No drug is being evaluated in the article.
Answer to Q4: Yes, the clinical trial in the article was evaluated in humans.
Answer to Q5: The clinical trial in the article was in Phase 2.
Answer to Q6: Estimates of standardised mean differences indicated moderate to large effects in favour of the experimental group for arm and leg strength. The effect was uncertain for secondary outcomes.
Answer to Q7: The clinical trial was done from 2016 to 2018."
32638409,"Answer to Q1: The disease, indication, or medical condition being tested in the article is Prader-Willi Syndrome.
Answer to Q2: The drug that is being evaluated for its efficacy or safety in the article is not specified.
Answer to Q3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified.
Answer to Q4: The clinical trial in the article was not evaluated in humans.
Answer to Q5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified.
Answer to Q6: The drug from the article did not result in improvements in patients and its success is not specified.
Answer to Q7: The clinical trial in the article was not done, so there is no START and END date."
33103385,"A1: Prader-Willi Syndrome (PWS)
A2: Bifidobacterium animalis ssp. lactis B94 (B. lactis B94)
A3: Improving stool frequency
A4: Yes
A5: Double-blind, crossover design
A6: No clear effect on laxation was seen over 4 weeks
A7: The clinical trial started in the 4-week baseline and ended in the 4-week washout."
30369021,
22162467,"Answer to Q1: Prader-Willi Syndrome
Answer to Q2: No drug is being evaluated in the article.
Answer to Q3: No drug is being evaluated in the article.
Answer to Q4: Yes, the clinical trial in the article was evaluated in humans.
Answer to Q5: No drug is being evaluated in the article.
Answer to Q6: No drug is being evaluated in the article, but the study found that PWS patients not treated with GH had normal axial and appendicular BMD, muscle size, and muscle-bone relationships.
Answer to Q7: No date is given in the article."
15026090,
25263744,"A1: Prader-Willi Syndrome
A2: Genotropin®
A3: Growth hormone
A4: Yes
A5: 2
A6: The parents reported that the children showed increased vitality during treatment. When treatment was stopped, the children showed a marked exacerbation of behavioural problems, a significant increase in body fat and a decrease in insulin-like growth factor 1 levels.
A7: The study was done from 2014 to 2016."
31685813,"A1: Prader-Willi Syndrome (PWS)
A2: Topiramate
A3: Topiramate is believed to work by decreasing the activity of certain nerve cells in the brain.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The clinical trial in the article was in Phase 3.
A6: The drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from October 2017 to April 2019."
31355692,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: No drug is being evaluated in the article.
Answer to Q3: No drug is being evaluated in the article.
Answer to Q4: Yes, the clinical trial in the article was evaluated in humans.
Answer to Q5: The clinical trial in the article was in Phase 2.
Answer to Q6: No results from the clinical trial are provided in the article.
Answer to Q7: No start and end date for the clinical trial is provided in the article."
23632904,"Answer: A1: Prader-Willi Syndrome. A2: Growth Hormone. A3: Growth Hormone Therapy. A4: Yes. A5: Retrospective Observational Multinational Study. A6: Yes, long-term growth hormone treatment of prepubertal children with Prader-Willi Syndrome was associated with significant improvements in height and body composition. A7: The clinical trial was done from 0.9 to 9.5 years (mean duration 4.1 years)."
29418016,"Answer to Q1: Prader-Willi Syndrome
Answer to Q2: Growth Hormone
Answer to Q3: Stimulating bone mineral density
Answer to Q4: Yes
Answer to Q5: Two-year, randomized, double-blind, placebo-controlled, crossover GH study
Answer to Q6: The results of the study suggest that GH is not able to prevent the decline in BMD SDS in hypogonadal young adults with PWS, unless it is combined with SSRT.
Answer to Q7: Not specified in the article."
26161469,"A1: Prader-Willi Syndrome
A2: Growth Hormone
A3: Stimulating the production of growth hormones in the body
A4: Yes, 75 children (42 infants and 33 prepubertal children) with Prader-Willi syndrome were included in the randomized controlled trial (RCT).
A5: Phase 3
A6: Results of the repeated measurements show that the earlier growth hormone treatment was started during infancy, the better the adaptive skills were on the long-term.
A7: The clinical trial was done between the start date of the randomized controlled trial (RCT) and after 7 years of growth hormone treatment."
2405783,"A1: The disease, indication, or medical condition being tested is Prader-Willi Syndrome.
A2: The drug that is being evaluated for its efficacy or safety in the article is fenfluramine.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is weight loss, improvement in food related behaviour, and a decrease in aggressive behaviour directed towards others.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 2.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from 5.5 to 27 years."
23696513,"A1: Prader-Willi Syndrome (PWS)
A2: Growth Hormone
A3: Growth Hormone Receptor (GHR)
A4: Yes
A5: Not specified
A6: Not specified
A7: Not specified"
9368829,"A1: The disease, indication, or medical condition being tested is Prader-Willi Syndrome (PWS).
A2: There is no drug being evaluated in the article.
A3: There is no drug being evaluated in the article, so there is no mechanism of action.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The article does not mention any drug, so there is no information on whether the drug resulted in improvements in patients and was successful in its job.
A7: The date of the clinical trial is not specified in the article."
36356613,"Answer 1: The disease, indication, or medical condition being tested is obesity in patients with Bardet-Biedl syndrome and Alström syndrome.
Answer 2: The drug that is being evaluated is setmelanotide.
Answer 3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is impaired cilial signalling in the melanocortin-4 receptor (MC4R) pathway.
Answer 4: Yes, the clinical trial in the article was evaluated in humans.
Answer 5: The phase of the clinical trial in the article was 3.
Answer 6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer 7: The clinical trial was done between December 10, 2018 and November 25, 2019."
18362510,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: No drug is being evaluated in the article.
Answer to Q3: No drug is being evaluated in the article.
Answer to Q4: Yes, the clinical trial in the article was evaluated in humans.
Answer to Q5: No drug is being evaluated in the article.
Answer to Q6: No drug is being evaluated in the article, but the results of the study showed that obese PWS subjects showed an additional low-grade systemic inflammation (LGSI) in relation to obese adult non-PWS subjects and lean healthy control subjects before and after a standardized liquid meal.
Answer to Q7: No date is given in the article."
26970733,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: No drug is being evaluated in the article.
Answer to Q3: No drug is being evaluated in the article.
Answer to Q4: Yes, the clinical trial in the article was evaluated in five children and adolescents with PWS.
Answer to Q5: The clinical trial in the article was in Phase 1.
Answer to Q6: The intervention program consisting of 10 sessions for parents' orientation during 8 months resulted in weight maintenance, height increase, and BMI decrease after intervention.
Answer to Q7: The clinical trial was done from start to end in 8 months."
22188746,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: GH treatment
Answer to Q3: The mechanism of action of GH treatment is not specified in the article.
Answer to Q4: Yes, the clinical trial in the article was evaluated in boys with PWS.
Answer to Q5: The phase of the clinical trial in the article is not specified.
Answer to Q6: The results of the clinical trial are not specified in the article.
Answer to Q7: The start and end date of the clinical trial are not specified in the article."
31545799,"A1: Prader-Willi Syndrome (PWS)
A2: Diazoxide Choline Controlled-Release Tablets (DCCR)
A3: DCCR treatment appears to address various unmet needs associated with PWS, including hyperphagia and aggressive behaviors.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The clinical trial in the article was in Phase II.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from October 2017 to April 2018."
28100688,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Oxytocin (OXT)
Answer to Q3: Oxytocin (OXT) is a hormone that acts on the hypothalamus to regulate feeding and social skills.
Answer to Q4: Yes, the clinical trial in the article was evaluated in infants with PWS.
Answer to Q5: The phase of the clinical trial in the article was 2.
Answer to Q6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer to Q7: The clinical trial in the article was done from 2016 to 2017."
31271556,"Answer to Q1: Prader-Willi Syndrome
Answer to Q2: Growth Hormone (GH)
Answer to Q3: The mechanism of action of GH is to stimulate growth and development.
Answer to Q4: Yes, the clinical trial in the article was evaluated in humans.
Answer to Q5: The phase of the clinical trial in the article was Phase 2.
Answer to Q6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer to Q7: The clinical trial was conducted over a 2-year period, starting from the median age at start of GH treatment (9.6 months) and ending at the median age of 18.0 months."
27071367,"A1: Prader-Willi Syndrome (PWS)
A2: Exenatide (Byetta)
A3: GLP-1 receptor agonist
A4: Yes
A5: Open-label, non-randomized, longitudinal study
A6: Appetite scores significantly decreased from baseline after 1, 3 and 6 months of treatment, but weight, BMI z-score and adiposity did not. There was no significant change in ghrelin.
A7: The clinical trial was conducted at Children's Hospital Los Angeles from 0 to 6 months."
6103230,
31511031,"A1: Prader-Willi Syndrome (PWS)
A2: Recombinant Human Growth Hormone (rhGH)
A3: rhGH treatment improves the symptoms in children with PWS
A4: Yes, eligible Korean infants or toddlers with PWS were randomly assigned to receive Eutropin or comparator (both 0.24 mg/kg/week, 6 times/week) for 1 year.
A5: Phase III
A6: Yes, after 52 weeks of rhGH treatment, height SDS and lean body mass increased significantly from baseline in both groups, and percent body fat decreased significantly. Motor and cognitive developments were also improved in both groups after the 1-year treatment.
A7: The study was registered at ClinicalTrials.gov (identifier: NCT02204163) on July 30, 2014."
25422026,"A1: Prader-Willi Syndrome
A2: Growth Hormone
A3: Increasing muscle thickness
A4: Yes
A5: Randomized Controlled Trial
A6: Yes, GH increased muscle thickness, which was related to muscle strength and motor development in infants with PWS.
A7: The clinical trial was done from 12.9 ± 7.1 months to 2 years."
25522840,"Answer: A1: Prader-Willi Syndrome (PWS) 
A2: Growth Hormone (GH) 
A3: The mechanism of action of GH is to stimulate the growth of cells and tissues in the body. 
A4: Yes, the clinical trial in the article was evaluated in pre-pubertal children aged 3.5-14 years. 
A5: The phase of the clinical trial in the article was a randomized controlled trial (RCT). 
A6: The results of the clinical trial showed no improvement or deterioration of behavioral problems in children with PWS during long-term GH treatment. 
A7: The clinical trial was done from 2 years, followed by a longitudinal study during 8 years of GH treatment."
9766254,
28253507,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: No drug is being evaluated in the article.
Answer to Q3: No drug is being evaluated in the article.
Answer to Q4: Yes, the clinical trial in the article was evaluated in children.
Answer to Q5: The clinical trial in the article was in Phase 1.
Answer to Q6: No drug is being evaluated in the article, so there is no result to report.
Answer to Q7: No date is given in the article."
23615452,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Growth Hormone (GH)
Answer to Q3: Not applicable
Answer to Q4: Yes
Answer to Q5: Not applicable
Answer to Q6: Not applicable
Answer to Q7: Not applicable"
24980612,"Answer 1: Prader-Willi Syndrome (PWS)
Answer 2: Oxytocin
Answer 3: Oxytocin-producing neurons in the hypothalamic paraventricular nucleus
Answer 4: Yes
Answer 5: The clinical trial in the article was a randomized double-blind placebo-controlled crossover trial.
Answer 6: The only significant difference found between the baseline, oxytocin, and placebo measures was an increase in temper outbursts (P = 0.023) with higher dose oxytocin.
Answer 7: The clinical trial was done from 12-30 years old and lasted 18 weeks."
29320575,"A1: Prader-Willi Syndrome (PWS)
A2: AZP-531
A3: Inhibiting the orexigenic effect of Acylated Ghrelin (AG)
A4: Yes
A5: Phase 2
A6: Yes, AZP-531 was shown to improve glycemic control and decrease body weight in humans, and there was a significant improvement with AZP-531 versus placebo in the mean total score, the 9-item score and the severity domain score of the Hyperphagia Questionnaire (HQ).
A7: The clinical trial was done from April 2017 to October 2018."
26259133,"A1: Prader-Willi Syndrome (PWS)
A2: Growth Hormone (GH) therapy
A3: Regulation of food intake
A4: Yes
A5: The clinical trial in the article was in a randomized, crossover study.
A6: The results of the study showed that GH therapy in PWS is associated with increased insulin sensitivity and lesser postprandial suppression of ghrelin.
A7: The clinical trial was done between June 2015 and April 2017."
9526967,
17103438,"A1: Prader-Willi Syndrome (PWS)
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: No, the clinical trial in the article was not evaluated in humans.
A5: No drug is being evaluated in the article.
A6: No drug is being evaluated in the article.
A7: No drug is being evaluated in the article."
27552545,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Growth Hormone (GH)
Answer to Q3: GH treatment counteracts the natural course of increasing obesity.
Answer to Q4: Yes, the clinical trial in the article was evaluated in 27 young adults with PWS.
Answer to Q5: The phase of the clinical trial in the article was a two-year, randomized, double-blind, placebo-controlled crossover study.
Answer to Q6: Yes, GH treatment resulted in lower fat mass and higher lean body mass compared to placebo, and no GH-related adverse events occurred.
Answer to Q7: The clinical trial was done from 2017 to 2019."
26590516,"A1: Prader-Willi Syndrome (PWS)
A2: Transcranial Direct Current Stimulation (tDCS)
A3: Modulating decision-making and cue-induced food craving
A4: Yes, the clinical trial in the article was evaluated in 10 adult PWS participants, 11 adult obese (OB) and 11 adult healthy-weight control (HWC) subjects.
A5: The clinical trial in the article was in a pilot double blind, sham-controlled, multicenter study.
A6: The results of the clinical trial showed that active tDCS stimulation in PWS was associated with a significant change from baseline in TFEQ Disinhibition (Factor II) and Total Scores, and participant ratings of the DHQ Severity and Total Scores.
A7: The clinical trial was conducted from 2015 to 2016."
17716335,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: GH (Growth Hormone)
Answer to Q3: GH is used to increase muscle mass and reduce fat mass.
Answer to Q4: Yes, the clinical trial in the article was evaluated in children with PWS.
Answer to Q5: The phase of the clinical trial in the article was Phase 3.
Answer to Q6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer to Q7: The clinical trial in the article was done from baseline to 1 year."
17264186,"Answer to Q1: Prader-Willi syndrome (PWS)
Answer to Q2: Growth Hormone (GH)
Answer to Q3: The mechanism of action of GH is to stimulate growth and development.
Answer to Q4: Yes, the clinical trial in the article was evaluated in prepubertal PWS children.
Answer to Q5: The phase of the clinical trial in the article was Phase 3.
Answer to Q6: The results of the study showed that GH treatment increased adiponectin levels and did not change in randomized controls.
Answer to Q7: The clinical trial was done from baseline to after 1 and 2 years of GH treatment."
20965292,"A1: Prader-Willi Syndrome (PWS)
A2: Rimonabant
A3: Endocannabinoid receptor CB1 antagonist
A4: Yes
A5: Double-blind placebo-controlled study
A6: There was a trend for weight loss, lower fat mass and higher IGF1 level at the end of study in this group, but the study was terminated early due to psychiatric adverse effects.
A7: The study was conducted from baseline to 180 days of treatment."
11142437,"A1: Prader-Willi Syndrome (PWS)
A2: Risperidone
A3: Risperidone is an atypical antipsychotic drug that works by blocking dopamine and serotonin receptors in the brain.
A4: Yes, the clinical trial in the article was evaluated in seven patients (six adults and one adolescent).
A5: The clinical trial in the article was in Phase 2.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial in the article was done from January to August 2019."
27689944,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Growth Hormone (GH)
Answer to Q3: GH treatment increases lean body mass and decreases fat mass.
Answer to Q4: Yes, the clinical trial in the article was evaluated in young adults with PWS.
Answer to Q5: The clinical trial in the article was in Phase 2.
Answer to Q6: Yes, GH treatment resulted in improved body composition and metabolic health profile in the patients.
Answer to Q7: The clinical trial in the article was done from 2016 to 2018."
2944913,
23078343,"A1: Prader-Willi Syndrome (PWS)
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: Yes, the clinical trial in the article was evaluated in children aged 2-10 years with PWS.
A5: The clinical trial in the article was in Phase 2.
A6: Yes, the dietary modifications recommended in the article resulted in improvements in body composition and weight in the children with PWS.
A7: The clinical trial in the article was done in 2012."
18603572,"Answer to Q1: Prader-Willi Syndrome (PWS)
Answer to Q2: Octreotide (Oct)
Answer to Q3: Inhibiting ghrelin secretion or ghrelin receptor activity
Answer to Q4: Yes
Answer to Q5: The clinical trial in the article was in Phase 2
Answer to Q6: Oct treatment caused a prolonged decrease in ghrelin concentrations in adolescents with PWS but did not improve body mass or appetite.
Answer to Q7: The clinical trial was done from 2014 to 2018."
27852283,"A1: Prader-Willi Syndrome (PWS)
A2: Growth Hormone (GH)
A3: GH treatment improves cognitive functioning
A4: Yes, the clinical trial in the article was evaluated in 25 young adults with PWS.
A5: The clinical trial in the article was in a Phase 2 randomized, double-blind, placebo-controlled cross-over study.
A6: The results of the study showed that 1 year of placebo did not deteriorate cognitive functioning of GH-treated young adults with PWS who have attained AH. However, patients with a lower cognitive functioning had more loss in IQ points during placebo versus GH treatment.
A7: The clinical trial was registered on August 16, 2007."
